_id,category,sub_category,ingredients,url,image,detail,love_count,unsafe_ingredients,price,is_safe,brand,name
ObjectId("5b7da2d9d2982c2fdc7b8569"),Молочные продукты,Творог,"[" По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно. Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры. Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",https://res.cloudinary.com/sanzone/image/upload/v1534964907/project/60389_original.jpg,res.cloudinary.com/sanzone/image/upload/v1534964907/project/60389_original.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Хуторок,Хуторок 
ObjectId("5b7db4f2d2982c2fdc7b856c"),Молочные продукты,Творог,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам, аспартам",""]",https:/res.cloudinary.com/sanzone/image/upload/v1534965067/project/massa.jpg,res.cloudinary.com/sanzone/image/upload/v1534965067/project/massa.jpg,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам. аспартам",""]",14,"[""]",2 BYN,false,Особая,творожная паста
ObjectId("5b7db7fdd2982c2fdc7b856d"),Молочные продукты,Творог,"["None",""]",https://res.cloudinary.com/sanzone/image/upload/v1534963537/project/tvorog05.jpg,res.cloudinary.com/sanzone/image/upload/v1534963537/project/tvorog05.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Вкусный,Творог 
ObjectId("5b7db800d2982c2fdc7b856e"),Молочные продукты,Творог,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам."]",https://res.cloudinary.com/sanzone/image/upload/v1535017488/project/405359_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017488/project/405359_190x190.png.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Хуторок,Творог 
ObjectId("5b7db801d2982c2fdc7b856f"),Молочные продукты,Творог,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам."]",https://res.cloudinary.com/sanzone/image/upload/v1534963781/project/8879087812638.jpg,res.cloudinary.com/sanzone/image/upload/v1534963781/project/8879087812638.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Хуторок3,Творог 
ObjectId("5b7db803d2982c2fdc7b8570"),Молочные продукты,Творог,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам."]",https://res.cloudinary.com/sanzone/image/upload/v1534963536/project/golyi-tort-s-fruktami-svadebnyi-recept-s-foto_1499683557_37_max.jpg,res.cloudinary.com/sanzone/image/upload/v1534963536/project/golyi-tort-s-fruktami-svadebnyi-recept-s-foto_1499683557_37_max.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Хуторок,Творог 
ObjectId("5b7db805d2982c2fdc7b8571"),Молочные продукты,Творог,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам."]",https://res.cloudinary.com/sanzone/image/upload/v1535017488/project/075086_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017488/project/075086_190x190.png.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Хуторок,Творог 
ObjectId("5b7db808d2982c2fdc7b8572"),Молочные продукты,Творог,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам."]",https://github.com/dementey/FD3-Haiduk,res.cloudinary.com/sanzone/image/upload/v1534964907/project/60389_original.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Хуторок,Творог 
ObjectId("5b7db80ad2982c2fdc7b8573"),Молочные продукты,Творог,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам."]",https://res.cloudinary.com/sanzone/image/upload/v1535017488/project/256035_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017488/project/256035_190x190.png.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Хуторок,Творог 
ObjectId("5b7db80dd2982c2fdc7b8574"),Молочные продукты,Творог,"["Творог можно назвать концентратом молока. В нём сохранена большая часть молочных белков, жиров, органических и минеральных компонентов, но при этом для создания твёрдой консистенции из него удалена жидкость.В этой жидкости – сыворотке – содержатся многие ферменты, и именно их отсутствие позволяет творогу храниться дольше, чем жидким кисломолочным продуктам."]",https://res.cloudinary.com/sanzone/image/upload/v1535017488/project/100996_190x190.png.jpg,res.cloudinary.com/sanzone/image/upload/v1535017488/project/100996_190x190.png.jpg,"["По своей сути творог – это простокваша, из которой удалена сыворотка. То есть, твёрдый компонент сквашенного молока. Возможно, что творог мог быть изобретён случайно, когда у кого-то из скотоводов из хранившейся в каком-либо сосуде простокваши случайно вытекла сыворотка. А уже оценив по достоинству оставшийся продукт, хозяева начали использовать его постоянно.  Но, несмотря на такую простоту приготовления и состава, творог можно смело признать одним из наиболее универсальных кулинарных продуктов. Хозяйки знают, что приготовить из творога можно и основные блюда, и десерты, и даже сыры.  Свойства творога Кулинарные свойства творога позволяют использовать его в огромном количестве блюд. При этом в отличие от той же сметаны, являющейся почти всегда заправкой к основным ингредиентам, творог чаще используется как самостоятельный продукт или основа блюда."]",153,"[""]",3 BYN,true,Хуторок,Творог 
